instant,date,season,yr,mnth,weekday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
286,2011-10-13,4,0,10,4,2,0.589167,0.551804,0.896667,0.141787,290,2623,2913
287,2011-10-14,4,0,10,5,2,0.550833,0.529675,0.71625,0.223883,529,3115,3644
288,2011-10-15,4,0,10,6,1,0.506667,0.498725,0.483333,0.258083,1899,3318,5217
289,2011-10-16,4,0,10,0,1,0.511667,0.503154,0.486667,0.281717,1748,3293,5041
290,2011-10-17,4,0,10,1,1,0.5341670000000001,0.510725,0.579583,0.175379,713,3857,4570
291,2011-10-18,4,0,10,2,2,0.5325,0.522721,0.701667,0.11008699999999999,637,4111,4748
292,2011-10-19,4,0,10,3,3,0.5417390000000001,0.513848,0.895217,0.243339,254,2170,2424
293,2011-10-20,4,0,10,4,1,0.475833,0.466525,0.63625,0.422275,471,3724,4195
294,2011-10-21,4,0,10,5,1,0.4275,0.42359600000000003,0.574167,0.221396,676,3628,4304
295,2011-10-22,4,0,10,6,1,0.4225,0.425492,0.629167,0.09266669999999999,1499,2809,4308
296,2011-10-23,4,0,10,0,1,0.421667,0.422333,0.74125,0.0995125,1619,2762,4381
297,2011-10-24,4,0,10,1,1,0.463333,0.457067,0.772083,0.11879200000000001,699,3488,4187
298,2011-10-25,4,0,10,2,1,0.471667,0.463375,0.622917,0.166658,695,3992,4687
299,2011-10-26,4,0,10,3,2,0.484167,0.472846,0.720417,0.148642,404,3490,3894
300,2011-10-27,4,0,10,4,2,0.47,0.457046,0.812917,0.19776300000000002,240,2419,2659
301,2011-10-28,4,0,10,5,2,0.330833,0.318812,0.585833,0.229479,456,3291,3747
302,2011-10-29,4,0,10,6,3,0.25416700000000003,0.227913,0.8825,0.351371,57,570,627
303,2011-10-30,4,0,10,0,1,0.31916700000000003,0.321329,0.62375,0.176617,885,2446,3331
304,2011-10-31,4,0,10,1,1,0.34,0.356063,0.703333,0.10635,362,3307,3669
305,2011-11-01,4,0,11,2,1,0.400833,0.397088,0.68375,0.135571,410,3658,4068
306,2011-11-02,4,0,11,3,1,0.3775,0.390133,0.71875,0.08209169999999999,370,3816,4186
307,2011-11-03,4,0,11,4,1,0.408333,0.405921,0.702083,0.136817,318,3656,3974
308,2011-11-04,4,0,11,5,2,0.403333,0.40339200000000003,0.6225,0.271779,470,3576,4046
309,2011-11-05,4,0,11,6,1,0.326667,0.323854,0.519167,0.18906199999999998,1156,2770,3926
310,2011-11-06,4,0,11,0,1,0.348333,0.362358,0.734583,0.09205419999999999,952,2697,3649
311,2011-11-07,4,0,11,1,1,0.395,0.400871,0.75875,0.057225,373,3662,4035
312,2011-11-08,4,0,11,2,1,0.408333,0.412246,0.7216670000000001,0.0690375,376,3829,4205
313,2011-11-09,4,0,11,3,1,0.4,0.40907899999999997,0.758333,0.06219580000000001,305,3804,4109
314,2011-11-10,4,0,11,4,2,0.38,0.373721,0.813333,0.189067,190,2743,2933
315,2011-11-11,4,0,11,5,1,0.324167,0.306817,0.44625,0.314675,440,2928,3368
316,2011-11-12,4,0,11,6,1,0.356667,0.357942,0.552917,0.212062,1275,2792,4067
317,2011-11-13,4,0,11,0,1,0.440833,0.43055,0.458333,0.281721,1004,2713,3717
318,2011-11-14,4,0,11,1,1,0.53,0.524612,0.587083,0.306596,595,3891,4486
319,2011-11-15,4,0,11,2,2,0.53,0.507579,0.68875,0.199633,449,3746,4195
320,2011-11-16,4,0,11,3,3,0.456667,0.451988,0.93,0.136829,145,1672,1817
321,2011-11-17,4,0,11,4,2,0.341667,0.323221,0.575833,0.30536199999999997,139,2914,3053
322,2011-11-18,4,0,11,5,1,0.274167,0.272721,0.41,0.168533,245,3147,3392
323,2011-11-19,4,0,11,6,1,0.329167,0.32448299999999997,0.502083,0.224496,943,2720,3663
324,2011-11-20,4,0,11,0,2,0.463333,0.457058,0.6845829999999999,0.18595,787,2733,3520
325,2011-11-21,4,0,11,1,3,0.4475,0.445062,0.91,0.138054,220,2545,2765
326,2011-11-22,4,0,11,2,3,0.416667,0.421696,0.9625,0.11879200000000001,69,1538,1607
327,2011-11-23,4,0,11,3,2,0.440833,0.430537,0.757917,0.335825,112,2454,2566
328,2011-11-24,4,0,11,4,1,0.37333299999999997,0.372471,0.549167,0.167304,560,935,1495
329,2011-11-25,4,0,11,5,1,0.375,0.380671,0.64375,0.0988958,1095,1697,2792
330,2011-11-26,4,0,11,6,1,0.375833,0.385087,0.681667,0.0684208,1249,1819,3068
331,2011-11-27,4,0,11,0,1,0.459167,0.4558,0.698333,0.208954,810,2261,3071
332,2011-11-28,4,0,11,1,1,0.503478,0.490122,0.743043,0.142122,253,3614,3867
333,2011-11-29,4,0,11,2,2,0.458333,0.451375,0.830833,0.258092,96,2818,2914
334,2011-11-30,4,0,11,3,1,0.325,0.311221,0.613333,0.271158,188,3425,3613
335,2011-12-01,4,0,12,4,1,0.3125,0.305554,0.524583,0.220158,182,3545,3727
336,2011-12-02,4,0,12,5,1,0.31416700000000003,0.331433,0.625833,0.100754,268,3672,3940
337,2011-12-03,4,0,12,6,1,0.299167,0.310604,0.612917,0.0957833,706,2908,3614
338,2011-12-04,4,0,12,0,1,0.330833,0.3491,0.775833,0.08395830000000001,634,2851,3485
339,2011-12-05,4,0,12,1,2,0.385833,0.393925,0.827083,0.06220830000000001,233,3578,3811
340,2011-12-06,4,0,12,2,3,0.4625,0.4564,0.949583,0.23258299999999998,126,2468,2594
341,2011-12-07,4,0,12,3,3,0.41,0.400246,0.970417,0.266175,50,655,705
342,2011-12-08,4,0,12,4,1,0.265833,0.256938,0.58,0.240058,150,3172,3322
343,2011-12-09,4,0,12,5,1,0.290833,0.317542,0.695833,0.08271669999999999,261,3359,3620
344,2011-12-10,4,0,12,6,1,0.275,0.266412,0.5075,0.233221,502,2688,3190
345,2011-12-11,4,0,12,0,1,0.220833,0.253154,0.49,0.0665417,377,2366,2743
346,2011-12-12,4,0,12,1,1,0.238333,0.270196,0.670833,0.06345,143,3167,3310
347,2011-12-13,4,0,12,2,1,0.2825,0.301138,0.59,0.14055,155,3368,3523
348,2011-12-14,4,0,12,3,2,0.3175,0.338362,0.66375,0.06095830000000001,178,3562,3740
349,2011-12-15,4,0,12,4,2,0.4225,0.41223699999999996,0.634167,0.268042,181,3528,3709
350,2011-12-16,4,0,12,5,2,0.375,0.359825,0.500417,0.260575,178,3399,3577
351,2011-12-17,4,0,12,6,2,0.258333,0.249371,0.560833,0.243167,275,2464,2739
352,2011-12-18,4,0,12,0,1,0.238333,0.245579,0.58625,0.16977899999999999,220,2211,2431
353,2011-12-19,4,0,12,1,1,0.276667,0.280933,0.6375,0.172896,260,3143,3403
354,2011-12-20,4,0,12,2,2,0.385833,0.396454,0.595417,0.06157080000000001,216,3534,3750
355,2011-12-21,1,0,12,3,2,0.428333,0.428017,0.858333,0.2214,107,2553,2660
356,2011-12-22,1,0,12,4,2,0.423333,0.426121,0.7575,0.047275,227,2841,3068
357,2011-12-23,1,0,12,5,1,0.37333299999999997,0.377513,0.68625,0.274246,163,2046,2209
358,2011-12-24,1,0,12,6,1,0.3025,0.299242,0.5425,0.190304,155,856,1011
359,2011-12-25,1,0,12,0,1,0.274783,0.279961,0.681304,0.155091,303,451,754
360,2011-12-26,1,0,12,1,1,0.321739,0.315535,0.506957,0.239465,430,887,1317
361,2011-12-27,1,0,12,2,2,0.325,0.327633,0.7625,0.18845,103,1059,1162
362,2011-12-28,1,0,12,3,1,0.29913,0.279974,0.503913,0.29396100000000003,255,2047,2302
363,2011-12-29,1,0,12,4,1,0.248333,0.263892,0.574167,0.11941199999999999,254,2169,2423
364,2011-12-30,1,0,12,5,1,0.311667,0.318812,0.636667,0.13433699999999998,491,2508,2999
365,2011-12-31,1,0,12,6,1,0.41,0.414121,0.615833,0.220154,665,1820,2485
366,2012-01-01,1,1,1,0,1,0.37,0.375621,0.6925,0.192167,686,1608,2294
367,2012-01-02,1,1,1,1,1,0.273043,0.252304,0.381304,0.329665,244,1707,1951
368,2012-01-03,1,1,1,2,1,0.15,0.126275,0.44125,0.365671,89,2147,2236
369,2012-01-04,1,1,1,3,2,0.1075,0.11933699999999998,0.414583,0.1847,95,2273,2368
370,2012-01-05,1,1,1,4,1,0.265833,0.278412,0.524167,0.129987,140,3132,3272
371,2012-01-06,1,1,1,5,1,0.334167,0.340267,0.542083,0.167908,307,3791,4098
372,2012-01-07,1,1,1,6,1,0.393333,0.390779,0.531667,0.174758,1070,3451,4521
373,2012-01-08,1,1,1,0,1,0.3375,0.340258,0.465,0.19154200000000002,599,2826,3425
374,2012-01-09,1,1,1,1,2,0.224167,0.247479,0.701667,0.0989,106,2270,2376
375,2012-01-10,1,1,1,2,1,0.308696,0.318826,0.646522,0.187552,173,3425,3598
376,2012-01-11,1,1,1,3,2,0.274167,0.282821,0.8475,0.131221,92,2085,2177
377,2012-01-12,1,1,1,4,2,0.3825,0.381938,0.802917,0.18096700000000002,269,3828,4097
378,2012-01-13,1,1,1,5,1,0.274167,0.249362,0.5075,0.378108,174,3040,3214
379,2012-01-14,1,1,1,6,1,0.18,0.183087,0.4575,0.187183,333,2160,2493
380,2012-01-15,1,1,1,0,1,0.166667,0.161625,0.419167,0.251258,284,2027,2311
381,2012-01-16,1,1,1,1,1,0.19,0.190663,0.5225,0.23135799999999998,217,2081,2298
382,2012-01-17,1,1,1,2,2,0.37304299999999996,0.36427800000000005,0.716087,0.34913,127,2808,2935
383,2012-01-18,1,1,1,3,1,0.303333,0.275254,0.443333,0.415429,109,3267,3376
384,2012-01-19,1,1,1,4,1,0.19,0.190038,0.4975,0.220158,130,3162,3292
385,2012-01-20,1,1,1,5,2,0.2175,0.220958,0.45,0.20275,115,3048,3163
386,2012-01-21,1,1,1,6,2,0.173333,0.174875,0.83125,0.222642,67,1234,1301
387,2012-01-22,1,1,1,0,2,0.1625,0.16225,0.79625,0.199638,196,1781,1977
388,2012-01-23,1,1,1,1,2,0.218333,0.243058,0.91125,0.11070799999999999,145,2287,2432
389,2012-01-24,1,1,1,2,1,0.3425,0.349108,0.835833,0.123767,439,3900,4339
390,2012-01-25,1,1,1,3,1,0.294167,0.294821,0.64375,0.161071,467,3803,4270
391,2012-01-26,1,1,1,4,2,0.341667,0.35605,0.769583,0.07339580000000001,244,3831,4075
392,2012-01-27,1,1,1,5,2,0.425,0.415383,0.74125,0.342667,269,3187,3456
393,2012-01-28,1,1,1,6,1,0.315833,0.326379,0.543333,0.210829,775,3248,4023
394,2012-01-29,1,1,1,0,1,0.2825,0.272721,0.31125,0.24005,558,2685,3243
395,2012-01-30,1,1,1,1,1,0.269167,0.262625,0.400833,0.215792,126,3498,3624
396,2012-01-31,1,1,1,2,1,0.39,0.381317,0.416667,0.261817,324,4185,4509
397,2012-02-01,1,1,2,3,1,0.469167,0.466538,0.507917,0.189067,304,4275,4579
398,2012-02-02,1,1,2,4,2,0.399167,0.398971,0.672917,0.187187,190,3571,3761
399,2012-02-03,1,1,2,5,1,0.313333,0.309346,0.526667,0.17849600000000002,310,3841,4151
400,2012-02-04,1,1,2,6,2,0.264167,0.272725,0.779583,0.121896,384,2448,2832
401,2012-02-05,1,1,2,0,2,0.265833,0.264521,0.687917,0.175996,318,2629,2947
402,2012-02-06,1,1,2,1,1,0.282609,0.296426,0.622174,0.1538,206,3578,3784
403,2012-02-07,1,1,2,2,1,0.354167,0.361104,0.49625,0.147379,199,4176,4375
404,2012-02-08,1,1,2,3,2,0.25666700000000003,0.266421,0.722917,0.133721,109,2693,2802
405,2012-02-09,1,1,2,4,1,0.265,0.261988,0.562083,0.194037,163,3667,3830
406,2012-02-10,1,1,2,5,2,0.280833,0.293558,0.54,0.11692899999999999,227,3604,3831
407,2012-02-11,1,1,2,6,3,0.224167,0.210867,0.73125,0.289796,192,1977,2169
408,2012-02-12,1,1,2,0,1,0.1275,0.101658,0.46458299999999997,0.40921199999999996,73,1456,1529
409,2012-02-13,1,1,2,1,1,0.2225,0.227913,0.41125,0.167283,94,3328,3422
410,2012-02-14,1,1,2,2,2,0.31916700000000003,0.333946,0.50875,0.141179,135,3787,3922
411,2012-02-15,1,1,2,3,1,0.348333,0.35162899999999997,0.53125,0.1816,141,4028,4169
412,2012-02-16,1,1,2,4,2,0.31666700000000003,0.330162,0.7529170000000001,0.091425,74,2931,3005
413,2012-02-17,1,1,2,5,1,0.343333,0.35162899999999997,0.634583,0.205846,349,3805,4154
414,2012-02-18,1,1,2,6,1,0.346667,0.355425,0.534583,0.190929,1435,2883,4318
415,2012-02-19,1,1,2,0,2,0.28,0.265788,0.515833,0.253112,618,2071,2689
416,2012-02-20,1,1,2,1,1,0.28,0.273391,0.507826,0.22908299999999998,502,2627,3129
417,2012-02-21,1,1,2,2,1,0.287826,0.295113,0.594348,0.205717,163,3614,3777
418,2012-02-22,1,1,2,3,1,0.395833,0.392667,0.567917,0.234471,394,4379,4773
419,2012-02-23,1,1,2,4,1,0.454167,0.444446,0.554583,0.190913,516,4546,5062
420,2012-02-24,1,1,2,5,2,0.4075,0.41097100000000003,0.7375,0.237567,246,3241,3487
421,2012-02-25,1,1,2,6,1,0.290833,0.255675,0.395833,0.421642,317,2415,2732
422,2012-02-26,1,1,2,0,1,0.279167,0.268308,0.41,0.205229,515,2874,3389
423,2012-02-27,1,1,2,1,1,0.366667,0.357954,0.490833,0.26803299999999997,253,4069,4322
424,2012-02-28,1,1,2,2,1,0.359167,0.353525,0.395833,0.193417,229,4134,4363
425,2012-02-29,1,1,2,3,2,0.344348,0.34847,0.804783,0.179117,65,1769,1834
426,2012-03-01,1,1,3,4,1,0.485833,0.475371,0.615417,0.226987,325,4665,4990
427,2012-03-02,1,1,3,5,2,0.353333,0.359842,0.657083,0.144904,246,2948,3194
428,2012-03-03,1,1,3,6,2,0.414167,0.413492,0.62125,0.161079,956,3110,4066
429,2012-03-04,1,1,3,0,1,0.325833,0.303021,0.403333,0.334571,710,2713,3423
430,2012-03-05,1,1,3,1,1,0.243333,0.241171,0.50625,0.228858,203,3130,3333
431,2012-03-06,1,1,3,2,1,0.258333,0.255042,0.456667,0.200875,221,3735,3956
432,2012-03-07,1,1,3,3,1,0.404167,0.3851,0.513333,0.345779,432,4484,4916
433,2012-03-08,1,1,3,4,1,0.5275,0.524604,0.5675,0.441563,486,4896,5382
434,2012-03-09,1,1,3,5,2,0.410833,0.397083,0.407083,0.4148,447,4122,4569
435,2012-03-10,1,1,3,6,1,0.2875,0.277767,0.35041700000000003,0.22575,968,3150,4118
436,2012-03-11,1,1,3,0,1,0.361739,0.35967,0.47695699999999996,0.22258699999999998,1658,3253,4911
437,2012-03-12,1,1,3,1,1,0.466667,0.459592,0.489167,0.207713,838,4460,5298
438,2012-03-13,1,1,3,2,1,0.565,0.542929,0.6175,0.23695,762,5085,5847
439,2012-03-14,1,1,3,3,1,0.5725,0.548617,0.507083,0.11506199999999998,997,5315,6312
440,2012-03-15,1,1,3,4,1,0.5575,0.532825,0.579583,0.149883,1005,5187,6192
441,2012-03-16,1,1,3,5,2,0.43583299999999997,0.436229,0.842083,0.113192,548,3830,4378
442,2012-03-17,1,1,3,6,2,0.514167,0.505046,0.755833,0.110704,3155,4681,7836
443,2012-03-18,1,1,3,0,2,0.4725,0.46399999999999997,0.81,0.126883,2207,3685,5892
444,2012-03-19,1,1,3,1,1,0.545,0.532821,0.72875,0.16231700000000002,982,5171,6153
445,2012-03-20,1,1,3,2,1,0.560833,0.538533,0.807917,0.121271,1051,5042,6093
446,2012-03-21,2,1,3,3,2,0.531667,0.513258,0.82125,0.08955830000000001,1122,5108,6230
447,2012-03-22,2,1,3,4,1,0.554167,0.531567,0.83125,0.11756199999999999,1334,5537,6871
448,2012-03-23,2,1,3,5,2,0.601667,0.570067,0.694167,0.1163,2469,5893,8362
449,2012-03-24,2,1,3,6,2,0.5025,0.48673299999999997,0.885417,0.19278299999999998,1033,2339,3372
450,2012-03-25,2,1,3,0,2,0.4375,0.437488,0.880833,0.220775,1532,3464,4996
451,2012-03-26,2,1,3,1,1,0.445833,0.43875,0.477917,0.386821,795,4763,5558
452,2012-03-27,2,1,3,2,1,0.323333,0.315654,0.29,0.187192,531,4571,5102
453,2012-03-28,2,1,3,3,1,0.484167,0.47095,0.48125,0.291671,674,5024,5698
454,2012-03-29,2,1,3,4,1,0.494167,0.482304,0.43916700000000003,0.31965,834,5299,6133
455,2012-03-30,2,1,3,5,2,0.37,0.375621,0.580833,0.138067,796,4663,5459
456,2012-03-31,2,1,3,6,2,0.424167,0.42170799999999997,0.738333,0.25061700000000003,2301,3934,6235
457,2012-04-01,2,1,4,0,2,0.425833,0.41728699999999996,0.67625,0.172267,2347,3694,6041
458,2012-04-02,2,1,4,1,1,0.433913,0.42751300000000003,0.5043479999999999,0.312139,1208,4728,5936
459,2012-04-03,2,1,4,2,1,0.466667,0.461483,0.396667,0.100133,1348,5424,6772
460,2012-04-04,2,1,4,3,1,0.541667,0.53345,0.469583,0.180975,1058,5378,6436
461,2012-04-05,2,1,4,4,1,0.435,0.431163,0.374167,0.219529,1192,5265,6457
462,2012-04-06,2,1,4,5,1,0.403333,0.39076700000000003,0.377083,0.300388,1807,4653,6460
463,2012-04-07,2,1,4,6,1,0.4375,0.426129,0.25416700000000003,0.274871,3252,3605,6857
464,2012-04-08,2,1,4,0,1,0.5,0.492425,0.275833,0.232596,2230,2939,5169
465,2012-04-09,2,1,4,1,1,0.489167,0.476638,0.3175,0.358196,905,4680,5585
466,2012-04-10,2,1,4,2,1,0.446667,0.436233,0.435,0.249375,819,5099,5918
467,2012-04-11,2,1,4,3,1,0.348696,0.33727399999999996,0.46956499999999995,0.295274,482,4380,4862
468,2012-04-12,2,1,4,4,1,0.3975,0.387604,0.46625,0.290429,663,4746,5409
469,2012-04-13,2,1,4,5,1,0.4425,0.43180799999999997,0.408333,0.155471,1252,5146,6398
470,2012-04-14,2,1,4,6,1,0.495,0.487996,0.5029170000000001,0.190917,2795,4665,7460
471,2012-04-15,2,1,4,0,1,0.606667,0.573875,0.507917,0.225129,2846,4286,7132
472,2012-04-16,2,1,4,1,1,0.664167,0.614925,0.561667,0.284829,1198,5172,6370
473,2012-04-17,2,1,4,2,1,0.608333,0.598487,0.390417,0.273629,989,5702,6691
474,2012-04-18,2,1,4,3,2,0.463333,0.457038,0.569167,0.16791199999999998,347,4020,4367
475,2012-04-19,2,1,4,4,1,0.49833299999999997,0.493046,0.6125,0.0659292,846,5719,6565
476,2012-04-20,2,1,4,5,1,0.526667,0.515775,0.694583,0.149871,1340,5950,7290
477,2012-04-21,2,1,4,6,1,0.57,0.542921,0.682917,0.283587,2541,4083,6624
478,2012-04-22,2,1,4,0,3,0.396667,0.389504,0.835417,0.344546,120,907,1027
479,2012-04-23,2,1,4,1,2,0.321667,0.301125,0.766667,0.303496,195,3019,3214
480,2012-04-24,2,1,4,2,1,0.413333,0.405283,0.454167,0.249383,518,5115,5633
481,2012-04-25,2,1,4,3,1,0.476667,0.470317,0.427917,0.11879200000000001,655,5541,6196
482,2012-04-26,2,1,4,4,2,0.49833299999999997,0.483583,0.756667,0.176625,475,4551,5026
483,2012-04-27,2,1,4,5,1,0.4575,0.452637,0.400833,0.34763299999999997,1014,5219,6233
484,2012-04-28,2,1,4,6,2,0.37666700000000003,0.377504,0.489583,0.129975,1120,3100,4220
485,2012-04-29,2,1,4,0,1,0.458333,0.450121,0.587083,0.116908,2229,4075,6304
486,2012-04-30,2,1,4,1,2,0.464167,0.457696,0.57,0.171638,665,4907,5572
487,2012-05-01,2,1,5,2,2,0.613333,0.577021,0.659583,0.156096,653,5087,5740
488,2012-05-02,2,1,5,3,1,0.564167,0.537896,0.797083,0.138058,667,5502,6169
489,2012-05-03,2,1,5,4,2,0.56,0.537242,0.768333,0.133696,764,5657,6421
490,2012-05-04,2,1,5,5,1,0.6275,0.590917,0.735417,0.162938,1069,5227,6296
491,2012-05-05,2,1,5,6,2,0.621667,0.584608,0.756667,0.15299200000000002,2496,4387,6883
492,2012-05-06,2,1,5,0,2,0.5625,0.546737,0.74,0.14987899999999998,2135,4224,6359
493,2012-05-07,2,1,5,1,2,0.5375,0.527142,0.664167,0.230721,1008,5265,6273
494,2012-05-08,2,1,5,2,2,0.581667,0.557471,0.685833,0.296029,738,4990,5728
495,2012-05-09,2,1,5,3,2,0.575,0.553025,0.744167,0.216412,620,4097,4717
496,2012-05-10,2,1,5,4,1,0.505833,0.49178299999999997,0.552083,0.31406300000000004,1026,5546,6572
497,2012-05-11,2,1,5,5,1,0.533333,0.520833,0.360417,0.23693699999999998,1319,5711,7030
498,2012-05-12,2,1,5,6,1,0.564167,0.544817,0.480417,0.12313299999999999,2622,4807,7429
499,2012-05-13,2,1,5,0,1,0.6125,0.585238,0.57625,0.225117,2172,3946,6118
500,2012-05-14,2,1,5,1,2,0.573333,0.5499,0.789583,0.21269200000000002,342,2501,2843
501,2012-05-15,2,1,5,2,2,0.611667,0.576404,0.794583,0.147392,625,4490,5115
502,2012-05-16,2,1,5,3,1,0.636667,0.595975,0.697917,0.122512,991,6433,7424
503,2012-05-17,2,1,5,4,1,0.593333,0.572613,0.52,0.229475,1242,6142,7384
504,2012-05-18,2,1,5,5,1,0.564167,0.551121,0.523333,0.136817,1521,6118,7639
505,2012-05-19,2,1,5,6,1,0.6,0.566908,0.45625,0.083975,3410,4884,8294
506,2012-05-20,2,1,5,0,1,0.620833,0.583967,0.530417,0.254367,2704,4425,7129
507,2012-05-21,2,1,5,1,2,0.598333,0.565667,0.81125,0.233204,630,3729,4359
508,2012-05-22,2,1,5,2,2,0.615,0.580825,0.765833,0.11816700000000001,819,5254,6073
509,2012-05-23,2,1,5,3,2,0.621667,0.584612,0.774583,0.102,766,4494,5260
510,2012-05-24,2,1,5,4,1,0.655,0.6067,0.716667,0.172896,1059,5711,6770
511,2012-05-25,2,1,5,5,1,0.68,0.627529,0.7470829999999999,0.14055,1417,5317,6734
512,2012-05-26,2,1,5,6,1,0.6925,0.642696,0.7325,0.198992,2855,3681,6536
513,2012-05-27,2,1,5,0,1,0.69,0.641425,0.697083,0.215171,3283,3308,6591
514,2012-05-28,2,1,5,1,1,0.7125,0.6793,0.67625,0.196521,2557,3486,6043
515,2012-05-29,2,1,5,2,1,0.7225,0.672992,0.6845829999999999,0.2954,880,4863,5743
516,2012-05-30,2,1,5,3,2,0.656667,0.611129,0.67,0.134329,745,6110,6855
517,2012-05-31,2,1,5,4,1,0.68,0.631329,0.492917,0.195279,1100,6238,7338
518,2012-06-01,2,1,6,5,2,0.654167,0.607962,0.755417,0.23756300000000002,533,3594,4127
519,2012-06-02,2,1,6,6,1,0.583333,0.566288,0.549167,0.18656199999999998,2795,5325,8120
520,2012-06-03,2,1,6,0,1,0.6025,0.575133,0.49333299999999997,0.184087,2494,5147,7641
521,2012-06-04,2,1,6,1,1,0.5975,0.578283,0.487083,0.284833,1071,5927,6998
522,2012-06-05,2,1,6,2,2,0.540833,0.525892,0.613333,0.209575,968,6033,7001
523,2012-06-06,2,1,6,3,1,0.554167,0.542292,0.61125,0.077125,1027,6028,7055
524,2012-06-07,2,1,6,4,1,0.6025,0.569442,0.567083,0.15735,1038,6456,7494
525,2012-06-08,2,1,6,5,1,0.649167,0.597862,0.467917,0.17538299999999998,1488,6248,7736
526,2012-06-09,2,1,6,6,1,0.710833,0.648367,0.437083,0.144287,2708,4790,7498
527,2012-06-10,2,1,6,0,1,0.726667,0.663517,0.538333,0.133721,2224,4374,6598
528,2012-06-11,2,1,6,1,2,0.720833,0.659721,0.587917,0.207713,1017,5647,6664
529,2012-06-12,2,1,6,2,2,0.6533329999999999,0.597875,0.833333,0.21454600000000001,477,4495,4972
530,2012-06-13,2,1,6,3,1,0.655833,0.611117,0.582083,0.343279,1173,6248,7421
531,2012-06-14,2,1,6,4,1,0.648333,0.624383,0.569583,0.253733,1180,6183,7363
532,2012-06-15,2,1,6,5,1,0.639167,0.599754,0.589583,0.176617,1563,6102,7665
533,2012-06-16,2,1,6,6,1,0.631667,0.594708,0.504167,0.166667,2963,4739,7702
534,2012-06-17,2,1,6,0,1,0.5925,0.571975,0.59875,0.144904,2634,4344,6978
535,2012-06-18,2,1,6,1,2,0.568333,0.544842,0.777917,0.174746,653,4446,5099
536,2012-06-19,2,1,6,2,1,0.688333,0.654692,0.69,0.148017,968,5857,6825
537,2012-06-20,2,1,6,3,1,0.7825,0.720975,0.592083,0.11381199999999998,872,5339,6211
538,2012-06-21,3,1,6,4,1,0.805833,0.752542,0.567917,0.11878699999999999,778,5127,5905
539,2012-06-22,3,1,6,5,1,0.7775,0.724121,0.57375,0.182842,964,4859,5823
540,2012-06-23,3,1,6,6,1,0.731667,0.652792,0.534583,0.179721,2657,4801,7458
541,2012-06-24,3,1,6,0,1,0.743333,0.674254,0.479167,0.145525,2551,4340,6891
542,2012-06-25,3,1,6,1,1,0.7158329999999999,0.654042,0.504167,0.300383,1139,5640,6779
543,2012-06-26,3,1,6,2,1,0.630833,0.594704,0.37333299999999997,0.347642,1077,6365,7442
544,2012-06-27,3,1,6,3,1,0.6975,0.640792,0.36,0.271775,1077,6258,7335
545,2012-06-28,3,1,6,4,1,0.749167,0.675512,0.4225,0.17165,921,5958,6879
546,2012-06-29,3,1,6,5,1,0.834167,0.786613,0.48875,0.165417,829,4634,5463
547,2012-06-30,3,1,6,6,1,0.765,0.687508,0.60125,0.161071,1455,4232,5687
548,2012-07-01,3,1,7,0,1,0.815833,0.750629,0.51875,0.16852899999999998,1421,4110,5531
549,2012-07-02,3,1,7,1,1,0.781667,0.702038,0.447083,0.195267,904,5323,6227
550,2012-07-03,3,1,7,2,1,0.780833,0.70265,0.492083,0.126237,1052,5608,6660
551,2012-07-04,3,1,7,3,1,0.789167,0.732337,0.53875,0.13495,2562,4841,7403
552,2012-07-05,3,1,7,4,1,0.8275,0.761367,0.457917,0.194029,1405,4836,6241
553,2012-07-06,3,1,7,5,1,0.828333,0.752533,0.450833,0.146142,1366,4841,6207
554,2012-07-07,3,1,7,6,1,0.861667,0.804913,0.492083,0.163554,1448,3392,4840
555,2012-07-08,3,1,7,0,1,0.8225,0.790396,0.57375,0.125629,1203,3469,4672
556,2012-07-09,3,1,7,1,2,0.710833,0.654054,0.683333,0.180975,998,5571,6569
557,2012-07-10,3,1,7,2,2,0.720833,0.664796,0.6675,0.15173699999999998,954,5336,6290
558,2012-07-11,3,1,7,3,1,0.716667,0.650271,0.633333,0.15173299999999998,975,6289,7264
559,2012-07-12,3,1,7,4,1,0.7158329999999999,0.654683,0.529583,0.146775,1032,6414,7446
560,2012-07-13,3,1,7,5,2,0.731667,0.667933,0.485833,0.08085,1511,5988,7499
561,2012-07-14,3,1,7,6,2,0.703333,0.666042,0.699167,0.143679,2355,4614,6969
562,2012-07-15,3,1,7,0,1,0.745833,0.705196,0.717917,0.166667,1920,4111,6031
563,2012-07-16,3,1,7,1,1,0.763333,0.724125,0.645,0.164187,1088,5742,6830
564,2012-07-17,3,1,7,2,1,0.818333,0.755683,0.505833,0.114429,921,5865,6786
565,2012-07-18,3,1,7,3,1,0.793333,0.745583,0.577083,0.137442,799,4914,5713
566,2012-07-19,3,1,7,4,1,0.77,0.714642,0.600417,0.165429,888,5703,6591
567,2012-07-20,3,1,7,5,2,0.665833,0.613025,0.844167,0.208967,747,5123,5870
568,2012-07-21,3,1,7,6,3,0.595833,0.549912,0.865417,0.2133,1264,3195,4459
569,2012-07-22,3,1,7,0,2,0.6675,0.623125,0.7625,0.09392080000000001,2544,4866,7410
570,2012-07-23,3,1,7,1,1,0.741667,0.690017,0.694167,0.138683,1135,5831,6966
571,2012-07-24,3,1,7,2,1,0.750833,0.70645,0.655,0.211454,1140,6452,7592
572,2012-07-25,3,1,7,3,1,0.724167,0.654054,0.45,0.1648,1383,6790,8173
